Feature	Number of Connections
SCEL.1	0
AC087741.2	0
hsa-miR-5003-5p	0
DUSP23	0
AC073488.4	0
CTRC	0
DOCK7.1	0
FCMR	0
NHSL1.6	0
AC008568.2	0
PPP2R5D	0
FAM228A	0
hsa-miR-574-3p	0
TRBC1	0
SNORA4	0
USP45	0
TGFB1	0
AC012588.2	0
TRAF3IP3	0
PTK2B.3	0
AFDN	0
HORMAD2-AS1	0
hsa-miR-1224-5p	0
hsa-miR-1260b	0
TESPA1.1	0
LINC02812	0
NELFCD.1	0
AL645933.2	0
HNRNPA3P14	0
MTFR1L.2	0
AC095057.4	0
SLC39A13	0
ATAD1.1	0
LINC02584	0
SIRPB1	0
LINC02669	0
RCSD1.6	0
ITGAL	0
GRID1-AS1	0
ATAT1	0
AC099563.2	0
DSP.30	0
AL683842.1	0
HLA-E	0
MLLT6.1	0
CAMSAP3.8	0
TCL6	0
CMKLR1	0
WASHC2A.4	0
KRT23	0
AC114964.2	0
LINC00384	0
AC013652.2	0
NPC1.1	0
AC073335.1	0
VPS39.1	0
GCSAML.1	0
GATD1.1	0
KIF13B.1	0
AC023355.1	0
NIN	0
hsa-miR-146b-5p	0
GYPC	0
TSPAN32	0
RMND5B	0
UBE2V1P13	0
REXO4	0
AC113367.3	0
SLAMF6	0
hsa-miR-4714-5p	0
SDS	0
MTUS1.8	0
PHF5A	0
DCHS1	0
AC106745.1	0
AKAP1	0
SNORD82	0
PLIN1.9	0
OR6T1	0
GLB1	0
AC008814.1	0
KF456478.1	0
HDAC5	0
KIT	0
SMAD6	0
RASL11A	0
CNN2P12	0
RAB7B	0
SAP130.1	0
AL590764.2	0
CPSF1	0
PFN4	0
RBM15.3	0
PDE3A.3	0
MYPOP	0
RMC1	0
CICP6	0
TUBGCP5	0
TJP2	0
hsa-miR-6866-3p	0
ADD3	0
FAM83H.11	0
DENND4A.9	0
NUCB2	0
AC011472.3	0
TEPSIN	0
ZNF32-AS2	0
AC135626.1	0
TMPRSS15	0
AL355863.1	0
BMPR1B-DT	0
PNLIPP1	0
CSPG4P11	0
NDUFAF7	0
ZNF781	0
NFATC2.2	0
IGHVIV-44-1	0
L1TD1.1	0
MT2A	0
AC007922.5	0
IDNK	0
AXIN1.1	0
AL365272.1	0
SYNE1.1	0
AC105020.5	0
hsa-miR-421	0
BOD1L1.5	0
TRIM77BP	0
BNIP5	0
ZNF354B	0
LINC01473	0
ZNF34	0
PAX5	0
ALG1L11P	0
AC188616.1	0
VASH1.1	0
PEX14	0
CAPNS1	0
CDK11B	0
AP000146.1	0
RPS10P16	0
AC069222.1	0
LINC02869	0
AC022239.1	0
AL596218.1	0
AC020611.2	0
TBXAS1	0
POLDIP3	0
RNU1-1	0
LINC02398	0
AC098847.1	0
MDFIC	0
PARS2	0
AC105415.1	0
LGMN.1	0
hsa-miR-5002-3p	0
AC079354.2	0
CCNL1.7	0
CHRDL2	0
GAA	0
ARFGAP2	0
CDC42BPG	0
GNL3LP1	0
OVGP1	0
EFCAB3	0
TRPC7-AS2	0
MLIP-IT1	0
IWS1.42	0
CSNK2A2	0
RPL5P13	0
STIM1.11	0
AL161734.1	0
AC017101.1	0
CELA3A	0
TCEAL5	0
CCT5P2	0
CLEC4F	0
TRIR.1	0
TRMT5	0
TMC4	0
TTC31	0
ZNF497	0
PPP1R32	0
TAF4	0
KLRG1	0
TPH2	0
TIGAR	0
EPS8L2	0
AC020978.5	0
ANXA2P1	0
NEBL-AS1	0
VDR.1	0
EBNA1BP2	0
MTCO1P2	0
RCC1L	0
Z84466.1	0
CDHR2.1	0
LINC00508	0
AL450469.1	0
MIGA2	0
RPS20P1	0
LNCAROD	0
PARP12.1	0
AC123769.1	0
AC092171.3	0
C11orf49	0
ADAT3	0
NXNP1	0
CRKL.1	0
hsa-miR-4651	0
OR3A3	0
FAM25A	0
AC023157.1	0
RICTOR.7	0
AC073842.2	0
PRDX6.1	0
AL353658.1	0
